,news_source,is_title,text,topic,date,link,medium,labels
6643,BBC News,0,Some residents are nervous of catching Covid: two locals in their 50s died of the virus in the first wave of the pandemic.,corona,2021-03-03T00:24:31+0000,https://www.bbc.com/news/world-europe-56250456,article,0
3159,BBC News,0,Kevin Stitt said he was commuting the sentence to life imprisonment without parole.,crime,2021-11-18T19:01:39+0000,https://www.bbc.com/news/world-us-canada-59331978,article,0
516,Daily Mail,0,"He was later arrested in in the same month, but pleaded not guilty to murdering of his wife and daughter in April 2018.",crime,2021-06-22T23:18:21+0100,https://www.dailymail.co.uk/news/article-9713895/Florida-father-convicted-double-murder-decides-represents-instead-using-attorney.html,article,0
2065,Daily Mail,0,"The Department for Education said the sharp reduction was driven by a fall in referrals from schools, which were closed for most pupils during lockdown.",crime,2021-12-06T07:56:33+0000,https://www.dailymail.co.uk/news/article-10279255/Arthur-Labinjo-Hughes-stepmother-Emma-Tustin-poisoned-SALT-prison.html?ito=social-facebook,article,0
3069,BBC News,0,His case has attracted the support of celebrities including reality TV star Kim Kardashian and anti-death penalty activists.,crime,2021-11-18T19:01:39+0000,https://www.bbc.com/news/world-us-canada-59331978,article,0
1668,Daily Mail,0,said another.,corona,2021-12-03T18:55:47+0000,https://www.dailymail.co.uk/tvshowbiz/article-10272679/Americas-Got-Talent-musician-Jay-Jay-Phillips-dead-30-COVID-19.html?ito=social-facebook,article,1
2872,Metro,0,‘Nobody was ever caught in the act so this went on for quite a while.’,crime,2021-06-22T18:28:00+0000,https://metro.co.uk/2021/06/22/man-who-stabbed-16-cats-in-brighton-was-finally-caught-on-cctv-court-hears-14813371/?ito=facebook|social|metroukfacebook,article,1
7448,Metro,0,"Prof Fenton added ‘confidence in the safety of the vaccines has never been higher’ and pointed to unequivocal safety data, including for pregnant women.",corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,1
3275,BBC News,0,"As he grew weaker and struggled to stand, Arthur would be punished further if he tried to move or sit down in the hallway.",crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,1
6225,Daily Mail,0,No punishment could ever be enough for this pair.',crime,2021-12-06T07:56:33+0000,https://www.dailymail.co.uk/news/article-10279255/Arthur-Labinjo-Hughes-stepmother-Emma-Tustin-poisoned-SALT-prison.html?ito=social-facebook,article,1
5475,Daily Mail,0,"The Department for Education said the sharp reduction was driven by a fall in referrals from schools, which were closed for most pupils during lockdown.",crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0
3087,Daily Mail,0,"'I want you guys both to be tonight, away from each other,' the officer says.",crime,2021-09-27T00:31:56+0100,https://www.dailymail.co.uk/news/article-10031047/Utah-cops-told-Brian-Laundrie-hit-Gabby-Petito-pulling-couple-over.html?ito=social-facebook,article,1
5198,BBC News,0,What are the current rules?,corona,2021-08-17T13:55:48+0000,https://www.bbc.com/news/explainers-52646738,article,1
3261,Metro,0,London’s unwelcome record of unvaccinated areas is only disrupted once you reach number 12 on the list (Manchester at 55.6%).,corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,0
4971,Sky News,0,"If approved by the court, it would end a wrongful death and negligence lawsuit against the operator of the helicopter and the estate of the pilot.",crime,2021-06-23T11:33:00+0000,https://news.sky.com/story/kobe-bryants-widow-settles-lawsuit-against-pilot-and-helicopter-firm-over-fatal-crash-12339825,article,0
3850,Daily Mail,0,It carries mutations P681H and N679K which are 'rarely seen together' and could make it yet more jab resistant.,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0
6767,Sky News,0,He added the UK Health Security Agency (UKHSA) now has data that shows the Omicron variant may have a shorter window than other variants between infection and infectiousness but said he is not aware of anybody being admitted to hospital with the variant.,corona,2021-12-06T22:52:00+0000,https://news.sky.com/story/covid-19-community-transmission-of-omicron-variant-across-several-regions-of-england-says-sajid-javid-12488521,article,0
4101,Sky News,0,"The mutation of the Omicron variant could be down to ""reservoirs"" of the virus lurking in the unvaccinated and immunosuppressed.",corona,2021-11-29T09:04:00+0000,https://news.sky.com/story/covid-19-emergence-of-omicron-variant-could-be-down-to-reservoirs-of-virus-in-the-unvaccinated-and-immunosuppressed-12481188,article,0
3112,Sky News,0,"""The UK Medicines and Healthcare products Regulatory Agency (MHRA) are monitoring these and have indicated that they are not seeing an increase from this baseline level as part of the vaccine rollout, which reassures us that it is unlikely to be a problem, which is supported by further data from the Finnish health authorities.""",corona,2021-03-15T23:51:00+0000,https://news.sky.com/story/covid-19-germany-suspends-oxford-astrazeneca-coronavirus-vaccine-amid-blood-clot-concerns-12246936,article,0
5031,Daily Mail,0,But they said emergence of the mutant variant makes it even more important to get a booster jab the minute people become eligible for one.,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,1
7409,Metro,0,He said: ‘Bouquet was followed and stopped by police that evening.,crime,2021-06-22T18:28:00+0000,https://metro.co.uk/2021/06/22/man-who-stabbed-16-cats-in-brighton-was-finally-caught-on-cctv-court-hears-14813371/?ito=facebook|social|metroukfacebook,article,0
4646,Daily Mail,0,"Women are dealing with an 'epidemic' of violence, politicians and campaigners warned yesterday as they lamented the lack of progress since the death of Sarah Everard.",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
3447,BBC News,0,He made his way to London having had his licence conditions relaxed to allow unaccompanied travel by train.,crime,2021-05-28T16:52:39+0000,https://www.bbc.com/news/uk-england-london-57260509,article,0
5917,BBC News,0,"The world lost two bright stars that dreadful day,"" she said.",crime,2021-05-28T16:52:39+0000,https://www.bbc.com/news/uk-england-london-57260509,article,1
7338,Daily Mail,0,"There is some good news, however,  as he was released from the ICU and taken off the ventilator for a week-and-a-half.",corona,2021-09-22T16:02:34+0100,https://www.dailymail.co.uk/tvshowbiz/article-10017405/Freaks-Geeks-alum-Fedora-Guy-Jerry-Messing-partially-paralyzed-amid-battle-COVID-19.html?ito=social-facebook,article,1
4451,BBC News,0,"Tuesday's lockdown extension to 18 April marks a reversal from earlier this month, when state leaders agreed to begin a cautious reopening process.",corona,2021-03-23T18:23:50+0000,https://www.bbc.com/news/world-europe-56486732,article,0
1943,Daily Mail,0,"On Saturday, more than 40,000 protesters took to the streets of Vienna in Austria to protest against the strictest restrictions imposed by a European country so far.",corona,2021-12-06T09:41:25+0000,https://www.dailymail.co.uk/news/article-10279341/Italy-begins-lockdown-unvaccinated-double-jabbed-able-participate-public-life.html?ito=social-facebook,article,0
7256,BBC News,0,"Even though most of the cases surfaced late last year, new details were released this week.",corona,2021-02-16T04:54:26+0000,https://www.bbc.com/news/world-asia-china-56080092,article,0
4,Daily Mail,0,"‘We very well might see a post-seasonal [surge] in the sense of Christmas/New Year’s,’ he said.",corona,2020-12-28T05:21:23+0000,https://www.dailymail.co.uk/news/article-9091917/Dr-Scott-Gottlieb-says-administering-20-million-COVID-vaccines-end-2020-unrealistic.html?ito=social-facebook,article,1
5958,Sky News,0,"The remaining seven countries on the government's travel red list are to be removed, meaning there will no longer be a requirement for hotel quarantine for arrivals to the UK.",corona,2021-10-28T18:11:00+0000,https://news.sky.com/story/covid-19-all-countries-to-be-removed-from-governments-travel-red-list-12453412,article,0
897,Sky News,0,"This means that, on average, every 10 people infected with COVID-19 will infect between 10 and 11 others.",corona,2021-05-29T13:42:00+0000,https://news.sky.com/story/covid-19-things-could-get-bad-very-very-quickly-calls-for-caution-as-doubts-grow-over-ending-lockdown-12319638,article,1
4432,BBC News,0,"""We will respond with all force and support of the law,"" he told reporters.",crime,2021-03-19T05:33:07+0000,https://www.bbc.com/news/world-latin-america-56452464,article,1
5925,BBC News,0,The badly decomposed body of her teenage son Brian Omondi was one of four recovered by police on the outskirts of the capital Nairobi in July.,crime,2021-10-15T13:09:37+0000,https://www.bbc.com/news/world-africa-58923592,article,0
895,Daily Mail,0,The Department of Children and Families sent a letter to the judge in May 2019 concluding that 'The treatment staff are of the opinion that this resident is competent to proceed and no longer meets criteria for continued involuntary commitment.',crime,2021-06-22T23:18:21+0100,https://www.dailymail.co.uk/news/article-9713895/Florida-father-convicted-double-murder-decides-represents-instead-using-attorney.html,article,0
1460,BBC News,0,Eitan had been staying with a paternal aunt in Italy.,crime,2021-09-13T15:56:51+0000,https://www.bbc.com/news/world-europe-58541644,article,0
5718,Daily Mail,0,"Deaths have also started to soar in line with the spike in cases in the three badly-hit regions, which were forced into draconian Tier Four restrictions in a last-ditch attempt to strangle their outbreaks.",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
6385,BBC News,0,"It is much deadlier, much more infectious and infectious for much longer.",corona,2021-03-23T18:23:50+0000,https://www.bbc.com/news/world-europe-56486732,article,1
451,Daily Mail,0,"Both the man and his relative were fully vaccinated and experiencing only mild symptoms, officials say.",corona,2021-12-05T07:34:27+0000,https://www.dailymail.co.uk/news/article-10276697/COVID-cases-Norwegian-Cruise-ship-returning-New-Orleans.html?ito=social-facebook,article,0
5254,Daily Mail,0,'Her murder is not a one-off but part of an epidemic of gendered violence.,crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
5394,BBC News,0,"Although he was not present for the final attack on Arthur, he was also found culpable for his death for the months of abuse he enforced himself and encouraged from Tustin.",crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,0
770,Daily Mail,0,The event is open to the public.,crime,2021-09-17T10:53:44+0100,https://www.dailymail.co.uk/news/article-10000887/US-marine-Nicole-Gee-honored-community-procession-ahead-funeral-Sacramento.html?ito=social-facebook,article,0
1150,Metro,0,"The UK now faces a nervous wait to see whether the more transmissible strain is also more deadly – although anecdotal evidence from South Africa, where it was first detected, has shown Omicron may actually cause milder disease.",corona,2021-12-06T06:46:00+0000,https://metro.co.uk/2021/12/06/covid-mask-wearing-and-other-new-rules-to-be-extended-into-the-new-year-15721377/?ito=facebook|social|metroukfacebook,article,0
2144,Sky News,0,"Other countries temporarily halting its use include the Netherlands, Congo and Bulgaria.",corona,2021-03-15T23:51:00+0000,https://news.sky.com/story/covid-19-germany-suspends-oxford-astrazeneca-coronavirus-vaccine-amid-blood-clot-concerns-12246936,article,0
1258,BBC News,0,"Her team had called around older residents, prioritising those most vulnerable to the virus.",corona,2021-03-03T00:24:31+0000,https://www.bbc.com/news/world-europe-56250456,article,0
383,Daily Mail,0,We can't just keep being sorry.',crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
